Account_ID,Account_Name,Industry,Segment,Country,Created_Date
ACC0749,"Adams, Stanley and Walter",Technology,SMB,Panama,2024-10-18
ACC0750,Morse Ltd,Healthcare,SMB,Fiji,2024-07-04
ACC0751,Ochoa and Sons,Telecom,Mid-Market,Cyprus,2024-01-24
ACC0752,Robinson-Schmidt,Technology,Mid-Market,Sri Lanka,2026-06-10
ACC0753,Nguyen Ltd,Healthcare,Enterprise,Honduras,2025-06-30
ACC0754,Park PLC,Technology,Mid-Market,Belize,2024-12-17
ACC0755,Jackson-Thompson,Technology,SMB,Kenya,2024-08-06
ACC0756,Rogers and Sons,Manufacturing,SMB,Australia,2023-09-04
ACC0757,Nielsen-Wyatt,Telecom,SMB,Cape Verde,2023-07-23
ACC0758,"Ross, Pierce and Barker",Technology,Enterprise,Svalbard & Jan Mayen Islands,2024-05-02
ACC0759,Elliott-Cole,Healthcare,Enterprise,French Polynesia,2023-07-04
ACC0760,"Robertson, Smith and Martin",Manufacturing,SMB,Turkmenistan,2024-06-15
ACC0761,Larson Inc,Manufacturing,Enterprise,French Southern Territories,2025-10-05
ACC0762,"Manning, Harris and Bell",Banking,Enterprise,Sweden,2023-11-10
ACC0763,Skinner Group,Banking,Enterprise,Ecuador,2024-01-08
ACC0764,"Rodriguez, Russell and Lopez",Manufacturing,Mid-Market,Austria,2025-01-02
ACC0765,Watson Inc,Manufacturing,SMB,Latvia,2024-01-02
ACC0766,Rodriguez PLC,Technology,Mid-Market,Brazil,2025-07-05
ACC0767,Graham and Sons,Manufacturing,Enterprise,Benin,2025-11-02
ACC0768,"Kramer, Riley and Tucker",Banking,Mid-Market,Liberia,2024-08-30
ACC0769,"Foster, Mccall and Mclaughlin",Manufacturing,Enterprise,Nicaragua,2024-01-25
ACC0770,Davis Ltd,Telecom,Enterprise,Honduras,2024-10-04
ACC0771,Lowery and Sons,Manufacturing,Enterprise,British Virgin Islands,2024-07-26
ACC0772,Morgan-Miller,Healthcare,Enterprise,Saint Pierre and Miquelon,2025-01-07
ACC0773,Terrell Ltd,Banking,Mid-Market,United States of America,2024-05-26
ACC0774,Fitzgerald-Middleton,Technology,Enterprise,Montenegro,2025-05-15
ACC0775,"Rodriguez, Garcia and Harris",Healthcare,Enterprise,Djibouti,2026-01-14
ACC0776,Parker LLC,Manufacturing,SMB,Benin,2025-04-20
ACC0777,English-Duffy,Retail,SMB,Finland,2024-01-02
ACC0778,Hayes-Owens,Technology,SMB,Saint Martin,2025-02-15
ACC0779,Chambers-Johnson,Technology,Mid-Market,Congo,2024-12-19
ACC0780,Mcbride-Mccarty,Retail,Mid-Market,San Marino,2023-06-26
ACC0781,"Moore, Evans and Hernandez",Banking,SMB,North Macedonia,2026-06-01
ACC0782,Garcia-Davis,Technology,Mid-Market,Switzerland,2024-02-05
ACC0783,Levy-Kerr,Banking,Enterprise,Monaco,2025-09-28
ACC0784,"Moore, Martin and Bryan",Banking,Enterprise,Uzbekistan,2024-03-10
ACC0785,"Anderson, Brown and Wilson",Telecom,SMB,Lebanon,2024-08-29
ACC0786,Hendrix PLC,Banking,Mid-Market,Zambia,2023-12-25
ACC0787,"Holland, Edwards and Smith",Retail,SMB,Georgia,2024-01-26
ACC0788,Duncan-Bird,Technology,Enterprise,Cyprus,2024-10-26
ACC0789,Anderson Ltd,Retail,Mid-Market,Tonga,2026-02-28
ACC0790,Perez Ltd,Retail,SMB,Finland,2026-06-02
ACC0791,Barnes-Harrison,Technology,Mid-Market,Comoros,2025-10-24
ACC0792,Alvarado Ltd,Telecom,Mid-Market,Congo,2025-11-24
ACC0793,Daniels-Collins,Technology,Enterprise,Trinidad and Tobago,2025-12-05
ACC0794,Rodriguez Ltd,Healthcare,SMB,Chile,2023-08-29
ACC0795,Barrett Ltd,Manufacturing,Enterprise,Haiti,2023-08-07
ACC0796,Mcdonald-Davis,Manufacturing,Mid-Market,Israel,2024-01-14
ACC0797,"Bryant, Johnson and Tate",Banking,SMB,Reunion,2023-08-29
ACC0798,York PLC,Banking,SMB,Afghanistan,2025-02-21
ACC0799,Rodriguez and Sons,Telecom,Mid-Market,Austria,2024-01-22
ACC0800,Johns PLC,Retail,SMB,Venezuela,2024-10-17
ACC0801,Phillips-Ortiz,Banking,Mid-Market,Italy,2025-03-07
ACC0802,Cunningham-Wilson,Retail,SMB,Palau,2024-05-26
ACC0803,"Dunlap, Cardenas and Wright",Banking,Mid-Market,Paraguay,2024-06-07
ACC0804,"White, West and Briggs",Technology,SMB,Kazakhstan,2026-04-01
ACC0805,"Barry, Peterson and Moran",Technology,SMB,American Samoa,2023-11-28
ACC0806,"Crosby, Jones and Thompson",Telecom,SMB,Monaco,2025-10-09
ACC0807,Wilson Ltd,Telecom,Enterprise,Antarctica (the territory South of 60 deg S),2025-12-04
ACC0808,"King, Pena and Wells",Retail,Mid-Market,Ukraine,2025-06-01
ACC0809,Li-Walters,Manufacturing,Mid-Market,Tuvalu,2025-08-24
ACC0810,Sweeney and Sons,Healthcare,Mid-Market,Uganda,2026-04-15
ACC0811,Stark-Wilson,Retail,Mid-Market,Mozambique,2026-01-09
ACC0812,Hoover and Sons,Telecom,Enterprise,British Indian Ocean Territory (Chagos Archipelago),2025-10-03
ACC0813,Turner PLC,Healthcare,Mid-Market,Greenland,2024-12-14
ACC0814,"Ward, Barrett and Mcguire",Healthcare,SMB,Saint Martin,2023-08-21
ACC0815,Diaz-Evans,Healthcare,Mid-Market,Sri Lanka,2026-01-03
ACC0816,"Williams, Lucas and Le",Manufacturing,SMB,Belgium,2025-09-14
ACC0817,Kramer-Cortez,Retail,Enterprise,Martinique,2025-12-30
ACC0818,Cain-Wolfe,Technology,Enterprise,New Zealand,2026-02-03
ACC0819,"Jordan, Navarro and Gonzalez",Technology,Mid-Market,Serbia,2024-09-22
ACC0820,Wade LLC,Technology,SMB,Pitcairn Islands,2026-03-17
ACC0821,"Burns, Lynn and Freeman",Telecom,Mid-Market,Singapore,2025-12-09
ACC0822,Shepard-Mata,Manufacturing,SMB,Saint Lucia,2025-06-07
ACC0823,Wilson LLC,Technology,SMB,Monaco,2024-05-16
ACC0824,Clark Ltd,Banking,SMB,Dominica,2024-03-26
ACC0825,"Hughes, Cox and Johnson",Healthcare,SMB,Cuba,2023-08-24
ACC0826,"Gibbs, Harris and Hughes",Technology,Mid-Market,Benin,2024-10-08
ACC0827,Middleton-Patel,Healthcare,SMB,French Polynesia,2026-04-08
ACC0828,Murphy-Woods,Retail,SMB,Bouvet Island (Bouvetoya),2024-01-29
ACC0829,"Bates, Thompson and Lopez",Technology,Mid-Market,Costa Rica,2024-05-28
ACC0830,"Miller, Barnes and Sanchez",Banking,Mid-Market,Northern Mariana Islands,2024-01-04
ACC0831,"Brown, Herrera and Hess",Healthcare,Enterprise,Dominican Republic,2024-11-26
ACC0832,"Perez, Thomas and Zimmerman",Banking,SMB,French Southern Territories,2023-11-09
ACC0833,"Morgan, Clark and Robinson",Manufacturing,Enterprise,Zambia,2024-02-29
ACC0834,"Jackson, Hudson and Dunlap",Telecom,Mid-Market,Montserrat,2023-08-26
ACC0835,Ortiz-Lucas,Manufacturing,Enterprise,Monaco,2025-05-01
ACC0836,Sanders LLC,Healthcare,SMB,Chad,2023-08-01
ACC0837,"Price, Fisher and Alvarado",Healthcare,Enterprise,Sudan,2025-01-20
ACC0838,Bailey-Caldwell,Healthcare,SMB,Micronesia,2025-12-09
ACC0839,"Arnold, Glover and Stewart",Manufacturing,Mid-Market,Qatar,2023-11-18
ACC0840,Long Group,Banking,SMB,Greece,2026-02-12
ACC0841,Chung and Sons,Banking,SMB,Liechtenstein,2025-08-05
ACC0842,Arnold-Miller,Telecom,SMB,Cameroon,2024-05-04
ACC0843,"Murphy, Phillips and Fowler",Technology,SMB,Netherlands Antilles,2026-04-18
ACC0844,Mullins-Hammond,Telecom,SMB,Timor-Leste,2025-06-17
ACC0845,"Bishop, Miller and Flores",Healthcare,Enterprise,Cambodia,2024-03-29
ACC0846,"Martinez, Stafford and Espinoza",Manufacturing,Mid-Market,Mauritius,2024-10-20
ACC0847,"Wolfe, Williams and Obrien",Telecom,Mid-Market,Sweden,2023-10-06
ACC0848,Hill-Torres,Healthcare,Mid-Market,Isle of Man,2023-12-05
ACC0849,"Valdez, Flores and Nelson",Technology,Enterprise,Martinique,2024-04-19
ACC0850,King-Tyler,Manufacturing,SMB,Iraq,2025-07-30
ACC0851,Dunn Group,Telecom,Mid-Market,Finland,2025-02-27
ACC0852,"Thomas, Taylor and Frazier",Technology,Enterprise,Cocos (Keeling) Islands,2024-03-03
ACC0853,"Molina, Benton and Mendoza",Telecom,SMB,Iraq,2023-12-31
ACC0854,Sanchez-Peterson,Technology,Enterprise,Korea,2023-09-04
ACC0855,"Mills, Steele and Gonzales",Telecom,SMB,Martinique,2023-11-30
ACC0856,"Rodriguez, Powell and West",Manufacturing,Mid-Market,Tokelau,2024-05-25
ACC0857,Williams-Donovan,Retail,Mid-Market,Ireland,2026-03-17
ACC0858,Smith-Brown,Healthcare,Enterprise,Senegal,2024-03-03
ACC0859,"Jackson, Simpson and Hughes",Healthcare,Mid-Market,Nicaragua,2023-09-02
ACC0860,"Moore, Walker and Garcia",Telecom,Mid-Market,Brunei Darussalam,2023-07-10
ACC0861,Ingram Ltd,Banking,SMB,Guadeloupe,2026-05-12
ACC0862,Sandoval LLC,Technology,Enterprise,Australia,2025-08-12
ACC0863,"Patrick, Shelton and Mathis",Manufacturing,Enterprise,Sudan,2023-07-06
ACC0864,Preston-Carrillo,Banking,Enterprise,Uruguay,2023-10-01
ACC0865,Watts-Sloan,Telecom,Enterprise,Western Sahara,2024-08-27
ACC0866,Nunez Group,Healthcare,Mid-Market,Bahamas,2024-04-05
ACC0867,Boone PLC,Telecom,Mid-Market,Reunion,2025-07-14
ACC0868,Daniel Inc,Retail,SMB,Uzbekistan,2024-11-30
ACC0869,Barajas PLC,Retail,Mid-Market,Solomon Islands,2025-01-05
ACC0870,Wright LLC,Healthcare,Enterprise,Guinea,2026-02-02
ACC0871,"Moore, King and Parrish",Banking,Enterprise,Croatia,2024-04-22
ACC0872,"Johnston, Mullins and Scott",Healthcare,Mid-Market,United States Virgin Islands,2024-04-10
ACC0873,"Ray, Shelton and Miller",Technology,Mid-Market,Mauritania,2025-04-13
ACC0874,"Kelley, Mata and Parrish",Telecom,SMB,Liechtenstein,2026-06-16
ACC0875,Moore Group,Banking,Mid-Market,Turkey,2023-07-10
ACC0876,Smith-Collier,Banking,SMB,Malawi,2025-11-22
ACC0877,Bean-Foster,Healthcare,Enterprise,Comoros,2025-02-04
ACC0878,"Khan, Bauer and Myers",Manufacturing,Mid-Market,Haiti,2023-10-09
ACC0879,"Mendez, Brooks and Stewart",Banking,Enterprise,Madagascar,2026-02-23
ACC0880,Christian-Dominguez,Technology,Enterprise,Micronesia,2023-11-23
ACC0881,Wall-Johnson,Healthcare,Enterprise,Hungary,2024-08-18
ACC0882,Higgins-Prince,Manufacturing,Mid-Market,Niger,2024-07-13
ACC0883,White PLC,Healthcare,Mid-Market,Gabon,2025-11-19
ACC0884,Myers Group,Technology,Enterprise,Faroe Islands,2024-10-19
ACC0885,Howard PLC,Retail,SMB,French Southern Territories,2024-10-19
ACC0886,Silva LLC,Retail,Enterprise,Falkland Islands (Malvinas),2024-06-05
ACC0887,Bell-Ali,Manufacturing,Mid-Market,Sri Lanka,2024-07-31
ACC0888,"Fernandez, Williams and Gray",Banking,SMB,Zimbabwe,2025-12-28
ACC0889,Fritz-Sullivan,Manufacturing,SMB,Serbia,2025-02-24
ACC0890,"Gonzalez, Hansen and Brown",Banking,SMB,Estonia,2025-01-19
ACC0891,Tran-Alexander,Healthcare,Enterprise,Ethiopia,2023-10-25
ACC0892,Hill LLC,Retail,SMB,Niger,2023-10-19
ACC0893,"Hester, Alvarez and Reese",Technology,Mid-Market,Philippines,2025-08-17
ACC0894,Johnson LLC,Technology,Mid-Market,Italy,2026-04-26
ACC0895,Martin-Grant,Technology,Mid-Market,Madagascar,2024-03-03
ACC0896,Snyder-Fisher,Banking,Mid-Market,Saint Pierre and Miquelon,2026-02-02
ACC0897,"Thompson, Becker and Adams",Banking,Mid-Market,Isle of Man,2026-06-02
ACC0898,Ford-Olson,Telecom,SMB,Niger,2025-09-14
ACC0899,Collier-Ruiz,Retail,Mid-Market,Brazil,2025-02-27
ACC0900,Ferguson Ltd,Technology,Mid-Market,Kazakhstan,2025-11-11
ACC0901,Cole-Brown,Technology,Mid-Market,Suriname,2024-08-06
ACC0902,Bender-Hudson,Manufacturing,SMB,Chad,2026-05-02
ACC0903,"Fowler, Martin and Torres",Retail,SMB,Estonia,2023-09-24
ACC0904,Sanders Ltd,Healthcare,Enterprise,Portugal,2024-02-29
ACC0905,Bennett-Burns,Retail,Enterprise,Sierra Leone,2026-02-19
ACC0906,Morris-Knight,Manufacturing,Mid-Market,Libyan Arab Jamahiriya,2024-04-08
ACC0907,"Sanchez, Murphy and Riley",Banking,Mid-Market,Equatorial Guinea,2026-01-21
ACC0908,Lowe-Barnes,Banking,Enterprise,Vietnam,2024-09-18
ACC0909,"Butler, Long and Lopez",Retail,Mid-Market,Argentina,2023-08-27
ACC0910,Potter-Collins,Telecom,Mid-Market,Bahamas,2024-06-30
ACC0911,Finley-Brown,Manufacturing,Mid-Market,Costa Rica,2025-08-12
ACC0912,Owens Inc,Manufacturing,Enterprise,Rwanda,2023-11-21
ACC0913,Vaughn Inc,Banking,SMB,Sudan,2026-04-10
ACC0914,Tanner-Ramirez,Technology,SMB,India,2026-03-10
ACC0915,"Miller, Osborne and Calderon",Banking,Enterprise,Bangladesh,2024-01-09
ACC0916,Fischer-Kent,Healthcare,Mid-Market,Hong Kong,2025-04-04
ACC0917,"Sharp, Jones and Miller",Telecom,SMB,Andorra,2025-06-05
ACC0918,Fisher-White,Manufacturing,Enterprise,Switzerland,2024-02-29
ACC0919,"Berry, Gregory and Hunter",Technology,Enterprise,United Kingdom,2024-04-16
ACC0920,Rogers-Mckenzie,Healthcare,Enterprise,Barbados,2024-07-18
ACC0921,"Guerrero, Rice and Keller",Manufacturing,SMB,Jordan,2023-11-15
ACC0922,Roberts-Taylor,Manufacturing,SMB,Suriname,2023-08-12
ACC0923,Gardner-Garcia,Technology,Enterprise,Marshall Islands,2024-09-03
ACC0924,Young-Nelson,Telecom,Mid-Market,Central African Republic,2023-10-22
ACC0925,"Price, Roth and Jenkins",Retail,SMB,Argentina,2025-06-04
ACC0926,Mccoy Group,Banking,Mid-Market,Mali,2025-02-17
ACC0927,King-Rodriguez,Telecom,SMB,Madagascar,2024-03-14
ACC0928,Hernandez-Donaldson,Telecom,SMB,Namibia,2023-11-15
ACC0929,"Jones, Olson and Mathis",Banking,Mid-Market,Anguilla,2026-02-28
ACC0930,Baker Inc,Telecom,Mid-Market,Saint Lucia,2024-04-07
ACC0931,"Fisher, Edwards and Young",Manufacturing,Mid-Market,Tuvalu,2023-10-18
ACC0932,Williams Group,Technology,Mid-Market,Fiji,2024-10-09
ACC0933,Garrett-Garcia,Retail,SMB,United Kingdom,2024-09-11
ACC0934,Ward-Rollins,Healthcare,Mid-Market,Norway,2025-12-13
ACC0935,Davis Ltd,Banking,Enterprise,Spain,2023-06-26
ACC0936,Orozco-Roberts,Healthcare,SMB,Guam,2025-11-25
ACC0937,Hunt-Wagner,Technology,Mid-Market,Congo,2023-06-26
ACC0938,"Rogers, Austin and Richards",Retail,Mid-Market,Syrian Arab Republic,2026-03-19
ACC0939,Ferrell Inc,Technology,Enterprise,Palau,2024-03-23
ACC0940,Adams-Moore,Healthcare,Mid-Market,Senegal,2025-06-18
ACC0941,Cruz-Garza,Technology,SMB,Guatemala,2023-10-22
ACC0942,"Robbins, Benson and Rogers",Technology,SMB,Sao Tome and Principe,2025-04-07
ACC0943,Clarke Inc,Banking,SMB,Gabon,2024-03-02
ACC0944,Daniels-Garza,Retail,Mid-Market,Botswana,2024-04-14
ACC0945,Wright-Henderson,Banking,SMB,Swaziland,2025-09-12
ACC0946,Andrews-Austin,Telecom,Enterprise,Antarctica (the territory South of 60 deg S),2023-12-03
ACC0947,"Smith, Valdez and Martinez",Retail,SMB,Malta,2024-05-20
ACC0948,Fox Ltd,Telecom,Enterprise,Micronesia,2024-08-27
ACC0949,"Garcia, Bass and Rivera",Healthcare,SMB,Angola,2025-06-28
ACC0950,Holland-Jones,Retail,SMB,Switzerland,2024-11-27
ACC0951,"Sheppard, Ward and Myers",Manufacturing,Enterprise,Kenya,2024-04-04
ACC0952,Chambers PLC,Retail,Enterprise,Philippines,2025-04-27
ACC0953,Lopez-Sandoval,Healthcare,SMB,Papua New Guinea,2026-02-01
ACC0954,Rogers-Callahan,Technology,SMB,Northern Mariana Islands,2023-06-29
ACC0955,"Lewis, Turner and Jones",Telecom,Enterprise,Congo,2025-08-29
ACC0956,Reed PLC,Technology,Enterprise,United States Virgin Islands,2024-10-18
ACC0957,Holloway-Lee,Telecom,Mid-Market,Yemen,2025-05-14
ACC0958,Peters-White,Retail,SMB,Hong Kong,2025-01-23
ACC0959,Hall-Lamb,Banking,SMB,Niue,2024-10-14
ACC0960,Turner PLC,Manufacturing,Mid-Market,Latvia,2026-05-26
ACC0961,Caldwell-Sims,Healthcare,Mid-Market,Slovenia,2025-12-05
ACC0962,Reynolds-Brown,Retail,Mid-Market,Moldova,2023-10-18
ACC0963,Evans-Reese,Healthcare,SMB,Svalbard & Jan Mayen Islands,2025-05-25
ACC0964,"Jones, Kennedy and Miller",Banking,Enterprise,Slovenia,2024-05-16
ACC0965,Snyder-Fleming,Telecom,SMB,Malta,2024-09-29
ACC0966,Walsh LLC,Healthcare,Enterprise,Bangladesh,2025-11-12
ACC0967,Johnson-Butler,Healthcare,Enterprise,Holy See (Vatican City State),2023-10-10
ACC0968,Browning-Garcia,Banking,SMB,Reunion,2024-05-19
ACC0969,Santos Ltd,Retail,Mid-Market,Burundi,2024-11-04
ACC0970,"Crane, Lambert and Christensen",Healthcare,SMB,San Marino,2026-03-12
ACC0971,"Rubio, Livingston and Sanders",Telecom,SMB,Liberia,2024-12-11
ACC0972,"Brown, Kennedy and Romero",Manufacturing,Mid-Market,Zambia,2025-06-04
ACC0973,"Page, Morgan and Hanson",Technology,SMB,Uruguay,2025-08-04
ACC0974,Wilson-Cabrera,Telecom,Enterprise,Bahrain,2026-01-25
ACC0975,Wade Ltd,Healthcare,Mid-Market,Cook Islands,2023-12-02
ACC0976,Case-Frank,Telecom,SMB,North Macedonia,2024-09-27
ACC0977,"Mcintyre, Morales and Price",Telecom,Mid-Market,Dominica,2026-04-14
ACC0978,Maxwell-Oconnor,Manufacturing,SMB,Bosnia and Herzegovina,2023-11-14
ACC0979,Harris-Salazar,Telecom,Enterprise,Kenya,2024-03-18
ACC0980,"Wilson, Russell and Foster",Healthcare,SMB,United States Minor Outlying Islands,2025-12-05
ACC0981,"Richard, Herrera and Hebert",Retail,SMB,Paraguay,2025-03-22
ACC0982,Mendez-Olson,Healthcare,Enterprise,American Samoa,2025-07-23
ACC0983,"Norman, Mathews and Dodson",Telecom,SMB,Iraq,2025-01-12
ACC0984,Thomas-Norton,Telecom,SMB,Eritrea,2026-01-11
ACC0985,Phillips LLC,Banking,Enterprise,Mongolia,2024-06-19
ACC0986,Gonzalez-Lopez,Telecom,SMB,Portugal,2023-11-28
ACC0987,"Webb, Smith and Lee",Retail,SMB,Latvia,2024-04-27
ACC0988,"Harrison, Murphy and Dunn",Healthcare,Enterprise,Saint Barthelemy,2023-11-03
ACC0989,Schultz LLC,Healthcare,Mid-Market,Pakistan,2025-02-27
ACC0990,"Griffin, Abbott and Clark",Manufacturing,Enterprise,Angola,2024-08-08
ACC0991,"Lewis, Wallace and Fuller",Healthcare,Mid-Market,Bouvet Island (Bouvetoya),2024-10-04
ACC0992,Miranda and Sons,Manufacturing,Enterprise,Liechtenstein,2025-03-14
ACC0993,Chandler PLC,Manufacturing,Enterprise,Kazakhstan,2024-10-28
ACC0994,"Pearson, Thornton and Ali",Technology,Mid-Market,Macao,2024-05-19
ACC0995,"Valentine, Lee and Fitzpatrick",Technology,SMB,Argentina,2026-05-19
ACC0996,"Ross, Petersen and Hart",Banking,SMB,Costa Rica,2023-08-08
ACC0997,"Bowman, Jones and Nguyen",Banking,Enterprise,Grenada,2026-05-05
ACC0998,Berg-Gardner,Telecom,Mid-Market,Yemen,2023-07-25
ACC0999,Hodge-Griffin,Banking,Enterprise,Rwanda,2023-10-03
ACC1000,"Wong, Hall and Kemp",Banking,Mid-Market,British Indian Ocean Territory (Chagos Archipelago),2026-03-26
